,0
2554,leçons
2555,le
2556,pion
2557,font
2558,automatiquement
2559,une
2560,promotion
2561,en
2562,dame
2563,cependant
2564,c'est
2565,parfois
2566,problématique
2567,parce
2568,que
2569,dans
2570,certains
2571,problèmes
2572,et
2573,leçons
2574,il
2575,ne
2576,faut
2577,pa
2578,promouvoir
2579,en
2580,dame
2581,comment
2582,faire
2583,reminder
2584,free
2585,winter
2586,break
2587,chess
2588,camp
2589,starts
2590,tomorrowcome
2591,learn
2592,wgm
2593,tatev
2594,abrahamyan
2595,fm
2596,james
2597,eade
2598,wim
2599,rochelle
2600,wu
2601,many
2602,’
2603,free
2604,join
2605,daily
2606,chess
2607,musings
2608,club
2609,right
2610,chess.com
2611,register
2612,dailychessmusings.comsee
2613,tomorrow
2614,think
2615,qg
2616,really
2617,introduce
2618,game
2619,pretty
2620,terrible
2621,learn
2622,basic
2623,opening
2624,etc
2625,long
2626,non
2627,male
2628,world
2629,champion
2630,would
2631,take
2632,beth
2633,harmon
2634,like
2635,story
2636,even
2637,basically
2638,question
2639,get
2640,girl
2641,play
2642,non
2643,male
2644,world
2645,champion
2646,certainly
2647,near
2648,future
2649,...
2650,course
2651,happen
2652,time
2653,future
2654,get
2655,girl
2656,play
2657,simply
2658,spread
2659,awareness
2660,....
2661,thats
2662,thing
2663,think
2664,player
2665,wgm
2666,300
2667,rating
2668,stop
2669,devalue
2670,player
2671,actually
2672,legitimate
2673,wgms
2674,nemsko
2675,hand
2676,fake
2677,title
2678,would
2679,nice
2680,could
2681,somehow
2682,convert
2683,chess
2684,money
2685,could
2686,afford
2687,pay
2688,plan
2689,site
2690,could
2691,afford
2692,spend
2693,time
2694,chess
2695,way
2696,one
2697,best
2698,think
2699,female
2700,success
2701,go
2702,onto
2703,twitch
2704,since
2705,female
2706,chess
2707,really
2708,well
2709,male
2710,master
2711,part
2712,order
2713,make
2714,living
2715,pokimane
2716,popular
2717,streamer
2718,wgm
2719,joke
2720,likely
2721,take
2722,away
2723,pogchamps
2724,one
2725,thing
2726,give
2727,false
2728,title
2729,master
2730,popular
2731,streamer
2732,another
2733,give
2734,real
2735,life
2736,title
2737,wgm
2738,someone
2739,n't
2740,earn
2741,title
2742,fair
2743,towards
2744,spend
2745,year
2746,even
2747,decade
2748,earn
2749,title
2750,'s
2751,mockery
2752,hey
2753,care
2754,think
2755,n't
2756,get
2757,titled
2758,indicator
2759,may
2760,easy
2761,way
2762,set
2763,streamer
2764,tournament
2765,'s
2766,probably
2767,pokimane
2768,currently
2769,wgm
2770,title
2771,well
2772,tournament
2773,may
2774,revert
2775,premium
2776,diamond
2777,membership
2778,like
2779,xqcow1
2780,literally
2781,play
2782,otb
2783,gms
2784,family
2785,member
2786,friend
2787,family
2788,country
2789,around
2790,world
2791,little
2792,girl
2793,perhaps
2794,show
2795,mercy
2796,crush
2797,offer
2798,draw
2799,end
2800,good
2801,sportsmanship
2802,rating
2803,drop
2804,200
2805,point
2806,switch
2807,trackpad
2808,mouse
2809,apparently
2810,technological
2811,advantage
2812,big
2813,intellectual
2814,skill
2815,primarily
2816,end
2817,game
2818,go
2819,win
2820,position
2821,lose
2822,time
2823,ca
2824,n't
2825,move
2826,fast
2827,enough.other
2828,reason
2829,suspect
2830,play
2831,less
2832,tire
2833,inflow
2834,good
2835,female
2836,player
2837,see
2838,queen
2839,'s
2840,gambit
2841,fair
2842,enough
2843,wfm
2844,alexandra
2845,botez
2846,chess
2847,idol
2848,represent
2849,epitome
2850,strong
2851,intelligent
2852,chess
2853,female
2854,good
2855,moral
2856,value
2857,represent
2858,everything
2859,good
2860,chess
2861,serve
2862,excellent
2863,example
2864,young
2865,girl
2866,like
2867,competitive
2868,play
2869,level
2870,2300+
2871,blitz
2872,wfm
2873,alexandra
2874,botez
2875,chess
2876,idol
2877,represent
2878,epitome
2879,strong
2880,intelligent
2881,chess
2882,female
2883,good
2884,moral
2885,value
2886,represent
2887,everything
2888,good
2889,chess
2890,serve
2891,excellent
2892,example
2893,young
2894,girl
2895,like
2896,competitive
2897,play
2898,level
2899,2300+
2900,blitz
2901,wfm
2902,alexandra
2903,botez
2904,chess
2905,idol
2906,represent
2907,epitome
2908,strong
2909,intelligent
2910,chess
2911,female
2912,good
2913,moral
2914,value
2915,represent
2916,everything
2917,good
2918,chess
2919,serve
2920,excellent
2921,example
2922,young
2923,girl
2924,like
2925,competitive
2926,play
2927,level
2928,2300+
2929,blitz
2930,wfm
2931,alexandra
2932,botez
2933,chess
2934,idol
2935,represent
2936,epitome
2937,strong
2938,intelligent
2939,chess
2940,female
2941,good
2942,moral
2943,value
2944,represent
2945,everything
2946,good
2947,chess
2948,serve
2949,excellent
2950,example
2951,young
2952,girl
2953,like
2954,competitive
2955,play
2956,level
2957,2300+
2958,blitz
2959,think
2960,long
2961,learn
2962,something
2963,new
2964,desire
2965,use
2966,newly
2967,acquire
2968,knowledge
2969,perpetuate
2970,interest
2971,remember
2972,first
2973,time
2974,hold
2975,girl
2976,'s
2977,hand
2978,thrill
2979,...
2980,first
2981,time
2982,thrill
2983,begin
2984,wane
2985,kiss
2986,ignite
2987,passion
2988,desensitization
2989,human
2990,two
2991,edged-sword
2992,invite
2993,pioneer
2994,tames
2995,passion
2996,know
2997,become
2998,professional
2999,musician
3000,excitement
3001,master
3002,technique
3003,go
3004,thrill-seeking
3005,replace
3006,satisfaction
3007,...
3008,something
3009,new
3010,add
3011,say
3012,'re
3013,14
3014,year
3015,old
3016,girl
3017,already
3018,experience
3019,chess
3020,'re
3021,definitely
3022,old
3023,shoot
3024,wgm
3025,title
3026,no.i
3027,like
3028,girl
3029,mr.
3030,harding
3031,go
3032,try
3033,polite
3034,idea
3035,talk
3036,eveidently
3037,watch
3038,many
3039,movie
3040,speaking
3041,u.s.
3042,military
3043,people
3044,psychopathic
3045,killer
3046,honest
3047,patriotic
3048,hard
3049,working
3050,honorable
3051,people
3052,father
3053,mother
3054,son
3055,daughter
3056,never
3057,meet
3058,crazed
3059,blood
3060,thirsty
3061,psychopathic
3062,killer
3063,military
3064,one
3065,exist
3066,probably
3067,common
3068,military
3069,civilian
3070,society
3071,personality
3072,probably
3073,prohibitive
3074,sense
3075,someone
3076,n't
3077,enjoy
3078,puzzle
3079,solve
3080,example
3081,never
3082,bother
3083,spend
3084,enough
3085,time
3086,chess
3087,get
3088,good
3089,...
3090,force
3091,get
3092,good
3093,chess
3094,'d
3095,quit
3096,soon
3097,could
3098,...
3099,like
3100,sofia
3101,polgar
3102,call
3103,talented
3104,sister
3105,quit
3106,get
3107,gm
3108,title
3109,painter
3110,something
3111,personality
3112,probably
3113,prohibitive
3114,sense
3115,someone
3116,n't
3117,enjoy
3118,puzzle
3119,solve
3120,example
3121,never
3122,bother
3123,spend
3124,enough
3125,time
3126,chess
3127,get
3128,good
3129,...
3130,force
3131,get
3132,good
3133,chess
3134,'d
3135,quit
3136,soon
3137,could
3138,...
3139,like
3140,sofia
3141,polgar
3142,call
3143,talented
3144,sister
3145,quit
3146,get
3147,gm
3148,title
3149,painter
3150,something
3151,agree
3152,believe
3153,reasoning
3154,behind
3155,woman
3156,minority
3157,chess
3158,less
3159,female
3160,player
3161,less
3162,outlier
3163,want
3164,create
3165,equal
3166,amount
3167,titled
3168,player
3169,people
3170,also
3171,believe
3172,woman
3173,disadvantage
3174,chess
3175,way
3176,brain
3177,work
3178,something
3179,like
3180,strongly
3181,disagree
3182,many
3183,people
3184,say
3185,whole
3186,'womens
3187,title
3188,thing
3189,unfair
3190,men
3191,work
3192,harder
3193,title
3194,woman
3195,think
3196,'s
3197,unfair
3198,woman
3199,give
3200,impression
3201,woman
3202,less
3203,mentally
3204,capable
3205,play
3206,chess
3207,n't
3208,help
3209,gender
3210,gap
3211,either
3212,equal
3213,amount
3214,title
3215,give
3216,gender
3217,suppose
3218,one
3219,potential
3220,argument
3221,woman
3222,'s
3223,title
3224,give
3225,female
3226,chess
3227,player
3228,role
3229,model
3230,inspiration
3231,'s
3232,case
3233,low
3234,requirement
3235,moroccans
3236,somalis
3237,hawaiians
3238,'re
3239,minority
3240,chess
3241,n't
3242,make
3243,much
3244,sense
3245,...
3246,'s
3247,debate
3248,around
3249,since
3250,gm
3251,judit
3252,polgar
3253,wgm
3254,susan
3255,polgar
3256,sister
3257,sophie
3258,im
3259,believe
3260,reason
3261,time
3262,money
3263,woman
3264,title
3265,women
3266,around
3267,world
3268,n't
3269,access
3270,money
3271,time
3272,away
3273,family
3274,allow
3275,play
3276,male
3277,susan
3278,vocally
3279,promote
3280,female
3281,tournaments
3282,might
3283,want
3284,hear
3285,say
3286,true
3287,sport
3288,activity
3289,ignoring
3290,sport
3291,activity
3292,require
3293,strength
3294,speed
3295,would
3296,expect
3297,woman
3298,equal
3299,men
3300,however
3301,look
3302,sport
3303,like
3304,archery
3305,shoot
3306,olympics
3307,separate
3308,woman
3309,’
3310,competition
3311,likewise
3312,sport
3313,like
3314,snooker
3315,dart
3316,woman
3317,able
3318,compete
3319,alongside
3320,men
3321,theory
3322,able
3323,even
3324,story
3325,scrabble
3326,search
3327,world
3328,top
3329,scrabble
3330,player
3331,win
3332,’
3333,find
3334,many
3335,female
3336,amongst
3337,incorrect
3338,title
3339,exclude
3340,woman
3341,chess
3342,title
3343,exclude
3344,men
3345,gm
3346,everyone
3347,'s
3348,insult
3349,call
3350,wgm
3351,wim
3352,woman
3353,incorrect
3354,title
3355,exclude
3356,woman
3357,chess
3358,title
3359,exclude
3360,men
3361,gm
3362,everyone
3363,kasprov
3364,get
3365,divorce
3366,early
3367,2000s
3368,tragically
3369,aronian
3370,'s
3371,wife
3372,die
3373,less
3374,year
3375,ago
3376,young
3377,age
3378,...
3379,n't
3380,know
3381,mean
3382,say
3383,many
3384,marry
3385,anand
3386,marry
3387,forever
3388,kid
3389,n't
3390,know
3391,name
3392,wife
3393,crush
3394,enemy
3395,see
3396,drive
3397,hear
3398,lamentation
3399,woman
3400,im
3401,stick
3402,play
3403,work
3404,5pm
3405,830
3406,pm
3407,eastern
3408,time
3409,zone
3410,im
3411,usually
3412,pretty
3413,tierd
3414,could
3415,quit
3416,job
3417,study
3418,chess
3419,could
3420,improve
3421,alot
3422,wife
3423,would
3424,kill
3425,ahah
3426,look
3427,fide
3428,rating
3429,list
3430,download
3431,month
3432,back
3433,2020
3434,see
3435,low
3436,rat
3437,player
3438,title
3439,type
3440,fide
3441,awards
3442,title
3443,life
3444,unless
3445,remove
3446,cheat
3447,player
3448,rating
3449,decline
3450,advanced
3451,year
3452,others
3453,among
3454,low
3455,tile
3456,seem
3457,play
3458,game
3459,perhaps
3460,olympiad
3461,win
3462,enough
3463,game
3464,trigger
3465,title
3466,without
3467,gain
3468,rating.gm
3469,malinin
3470,vasily
3471,b.
3472,rus
3473,b
3474,1956
3475,2100im
3476,wazeer
3477,ahmad
3478,khan
3479,ind
3480,b
3481,1947
3482,1686fm
3483,malan
3484,jacques
3485,rsa
3486,b
3487,2003
3488,inactive
3489,1338wgm
3490,sabure
3491,tuduetso
3492,bot
3493,b
3494,1982
3495,1706cm
3496,peter
3497,noah
3498,rsa
3499,b
3500,2009
3501,inactive
3502,1125wfm
3503,razark
3504,sadiqah
3505,tto
3506,b
3507,1998
3508,inactive
3509,1136wim
3510,du
3511,plessis
3512,anika
3513,rsa
3514,b
3515,2000
3516,1541wcm
3517,liyanage
3518,r
3519,l
3520,mihini
3521,b
3522,sri
3523,b
3524,2008
3525,0wh
3526,vreeken
3527,corry
3528,ned
3529,b
3530,1928
3531,inactive
3532,2080wh
3533,honorary
3534,woman
3535,grand
3536,master
3537,texas
3538,’
3539,botez
3540,sister
3541,forefront
3542,unlikely
3543,booming
3544,partnership
3545,chess
3546,esports
3547,hum
3548,barbie
3549,girl
3550,throughout
3551,game
3552,hum
3553,barbie
3554,girl
3555,throughout
3556,game
3557,hej
3558,chess
3559,player
3560,name
3561,bruna
3562,tuzi
3563,schach_bruna
3564,wfm
3565,albania
3566,currently
3567,study
3568,germany
3569,part
3570,master
3571,thesis
3572,work
3573,topic
3574,relate
3575,chess
3576,purpose
3577,prepare
3578,questionnaire
3579,10
3580,different
3581,positions.10
3582,participates
3583,give
3584,10
3585,chessbase
3586,vouchers
3587,amount
3588,10
3589,25
3590,50
3591,euro.the
3592,link
3593,questionnaire
3594,one
3595,http
3596,//forms.gle/ftnmvusw8zjssqnx7thank
3597,advance
3598,take
3599,part
3600,survey
3601,every
3602,time
3603,ask
3604,decent
3605,chess
3606,player
3607,hobby
3608,get
3609,answer
3610,chess
3611,people
3612,play
3613,chess
3614,decent
3615,rating
3616,...
3617,put
3618,chess
3619,hobby
3620,even
3621,though
3622,cause
3623,....
3624,chess
3625,actually
3626,hobby
3627,would
3628,play
3629,often
3630,would
3631,n't
3632,brag
3633,time
3634,chess
3635,good
3636,game
3637,exercise
3638,brain
3639,consider
3640,something
3641,serious
3642,manner
3643,mean
3644,practice
3645,every
3646,single
3647,day
3648,ca
3649,n't
3650,take
3651,break
3652,one
3653,month
3654,come
3655,back
3656,next
3657,brain
3658,need
3659,time
3660,remember
3661,fact
3662,tell
3663,chess
3664,addict
3665,play
3666,week
3667,take
3668,seriously
3669,n't
3670,n't
3671,brag
3672,plus
3673,chess
3674,really
3675,important
3676,message
3677,mean
3678,every
3679,single
3680,audience
3681,meant
3682,people
3683,barely
3684,play
3685,barely
3686,care
3687,much
3688,say
3689,addict
3690,seriously
3691,hard
3692,core
3693,chess
3694,player
3695,say
3696,hobby
3697,actually
3698,play
3699,often
3700,n't
3701,say
3702,play
3703,fun
3704,n't
3705,pay
3706,attention
3707,move
3708,thinking
3709,chess
3710,important
3711,brag
3712,anyone
3713,''
3714,think
3715,move
3716,carefully
3717,sentence
3718,might
3719,change
3720,play
3721,low
3722,time
3723,thinking
3724,importnat
3725,n't
3726,rush
3727,move
3728,think
3729,person
3730,slowly
3731,run
3732,time
3733,hopefully
3734,good
3735,see
3736,'re
3737,rush
3738,beat
3739,think
3740,thank
3741,late
3742,know
3743,people
3744,rush
3745,game
3746,hope
3747,time
3748,run
3749,opponent
3750,lastly
3751,set
3752,high
3753,goal
3754,unrealistic
3755,hope
3756,gm
3757,5
3758,min
3759,5
3760,month
3761,and/or
3762,maybe
3763,5
3764,year
3765,low
3766,rating
3767,first
3768,set
3769,goal
3770,high
3771,rating
3772,hit
3773,around
3774,2600
3775,start
3776,set
3777,goal
3778,chess
3779,status
3780,like
3781,gm
3782,im
3783,cm
3784,and/or
3785,wim
3786,shut
3787,nihar
3788,hell
3789,bad
3790,word
3791,tell
3792,sister
3793,get
3794,life
3795,sister
3796,say
3797,english.dont
3798,know
3799,malyalam
3800,anyone
3801,clue
3802,could
3803,bobby
3804,fischer
3805,'s
3806,chess
3807,advice
3808,polgar
3809,sister
3810,hey
3811,err
3812,chess
3813,game
3814,get
3815,message
3816,someone
3817,ginger
3818,girl
3819,profile
3820,picture
3821,send
3822,message
3823,one
3824,big
3825,link
3826,say
3827,either
3828,earn
3829,gm
3830,title
3831,fide
3832,build
3833,huge
3834,channel
3835,streamer
3836,take
3837,part
3838,pogchamps
3839,case
3840,lead
3841,tournament
3842,chess.com
3843,may
3844,give
3845,gm
3846,wgm
3847,title
3848,chess.com
3849,help
3850,learning
3851,tool
3852,latter
3853,case
3854,'ll
3855,take
3856,tournament
3857,everyone
3858,office
3859,work
3860,90
3861,female
3862,everyone
3863,tool
3864,feild
3865,99
3866,male
3867,way
3868,people
3869,enjoy
3870,game
3871,play
3872,whats
3873,legs
3874,doesnt
3875,make
3876,difference
3877,64
3878,square
3879,believe
3880,men
3881,woman
3882,'s
3883,average
3884,iq
3885,even
3886,consider
3887,relevant
3888,factor
3889,intelligent
3890,dumb
3891,men
3892,woman
3893,distribution
3894,curve
3895,wide
3896,men
3897,say
3898,woman
3899,overall
3900,n't
3901,bad
3902,chess
3903,excel
3904,game
3905,2700s
3906,upwards
3907,likely
3908,men
3909,course
3910,could
3911,explain
3912,woman
3913,play
3914,chess
3915,overall
3916,believe
3917,combination
3918,two
3919,theory
3920,rare
3921,im
3922,girl
3923,play
3924,chess
3925,women
3926,anyone
3927,wan
3928,na
3929,friend
3930,would
3931,love
3932,female
3933,chess
3934,partner
3935,may
3936,work
3937,low
3938,rating
3939,improve
3940,look
3941,evidence
3942,check
3943,gm
3944,beat
3945,1650
3946,time
3947,odds
3948,4min
3949,40s
3950,http
3951,//www.youtube.com/watch
3952,v=rav0hb1evcq
3953,ab_channel=chessbrah
3954,one
3955,5min
3956,30s
3957,http
3958,//www.youtube.com/watch
3959,v=rgko96jrhcs
3960,ab_channel=chessbrah
3961,gm
3962,also
3963,beat
3964,wfm
3965,15s
3966,clock
3967,start
3968,game
3969,point
3970,speed
3971,important
3972,strong
3973,player
3974,see
3975,take
3976,advantage
3977,thing
3978,pretty
3979,darn
3980,fast
3981,even
3982,strong
3983,player
3984,happen
3985,guy
3986,girl
3987,n't
3988,know
3989,seem
3990,nowhere
3991,ca
3992,n't
3993,manage
3994,keep
3995,focus
3996,game
3997,like
3998,go
3999,master
4000,game
4001,usually
4002,1
4003,gm
4004,game
4005,per
4006,day
4007,take
4008,1
4009,hour
4010,play
4011,2-3
4012,hour
4013,local
4014,chess
4015,club
4016,want
4017,get
4018,otb
4019,rating
4020,1800+
4021,currently
4022,1630
4023,much
4024,time
4025,need
4026,spend
4027,chess
4028,girlfriend
4029,say
4030,focus
4031,way
4032,much
4033,chess
4034,affect
4035,personal
4036,life
4037,relationship
4038,much
4039,time
4040,need
4041,spend
4042,chess
4043,get
4044,1800+
4045,otb
4046,5-6
4047,month
4048,personal
4049,life
4050,make
4051,rapid
4052,gain
4053,time
4054,try
4055,explain
4056,think
4057,30
4058,minute
4059,every
4060,day
4061,enough
4062,go
4063,master
4064,game
4065,usually
4066,1
4067,gm
4068,game
4069,per
4070,day
4071,take
4072,1
4073,hour
4074,play
4075,2-3
4076,hour
4077,local
4078,chess
4079,club
4080,want
4081,get
4082,otb
4083,rating
4084,1800+
4085,currently
4086,1630
4087,much
4088,time
4089,need
4090,spend
4091,chess
4092,girlfriend
4093,say
4094,focus
4095,way
4096,much
4097,chess
4098,affect
4099,personal
4100,life
4101,relationship
4102,much
4103,time
4104,need
4105,spend
4106,chess
4107,get
4108,1800+
4109,otb
4110,5-6
4111,month
4112,personal
4113,life
4114,make
4115,rapid
4116,gain
4117,time
4118,try
4119,explain
4120,think
4121,30
4122,minute
4123,every
4124,day
4125,enough
4126,go
4127,master
4128,game
4129,usually
4130,1
4131,gm
4132,game
4133,per
4134,day
4135,take
4136,1
4137,hour
4138,play
4139,2-3
4140,hour
4141,local
4142,chess
4143,club
4144,want
4145,get
4146,otb
4147,rating
4148,1800+
4149,currently
4150,1630
4151,much
4152,time
4153,need
4154,spend
4155,chess
4156,girlfriend
4157,say
4158,focus
4159,way
4160,much
4161,chess
4162,affect
4163,personal
4164,life
4165,relationship
4166,much
4167,time
4168,need
4169,spend
4170,chess
4171,get
4172,1800+
4173,otb
4174,5-6
4175,month
4176,personal
4177,life
4178,make
4179,rapid
4180,gain
4181,time
4182,try
4183,explain
4184,think
4185,30
4186,minute
4187,every
4188,day
4189,enough
4190,'ve
4191,notice
4192,"1,655"
4193,male
4194,fide
4195,grandmaster
4196,thing
4197,37
4198,woman
4199,grandmaster
4200,simply
4201,popular
4202,interest
4203,gender
4204,like
4205,stem
4206,field
4207,something
4208,completely
4209,different
4210,female
4211,significantly
4212,less
4213,clever
4214,male
4215,candidate
4216,master
4217,rank
4218,2200
4219,fide
4220,woman
4221,candidate
4222,master
4223,1900
4224,men
4225,4
4226,time
4227,likely
4228,autistic
4229,woman
4230,...
4231,'ve
4232,notice
4233,"1,655"
4234,male
4235,fide
4236,grandmaster
4237,thing
4238,37
4239,woman
4240,grandmaster
4241,simply
4242,popular
4243,interest
4244,gender
4245,like
4246,stem
4247,field
4248,something
4249,completely
4250,different
4251,'m
4252,female
4253,know
4254,n't
4255,really
4256,know
4257,friend
4258,think
4259,'s
4260,slow
4261,boring
4262,game
4263,take
4264,lot
4265,time
4266,interest
4267,like
4268,sport
4269,shopping
4270,may
4271,find
4272,online
4273,chess
4274,quite
4275,fun
4276,talk
4277,people
4278,'s
4279,topic
4280,'s
4281,talk
4282,lot
4283,hypothesis
4284,simply
4285,average
4286,boy
4287,average
4288,girl
4289,gravitate
4290,toward
4291,different
4292,interest
4293,young
4294,age
4295,'m
4296,female
4297,know
4298,n't
4299,really
4300,know
4301,friend
4302,think
4303,'s
4304,slow
4305,boring
4306,game
4307,take
4308,lot
4309,time
4310,interest
4311,like
4312,sport
4313,shopping
4314,may
4315,find
4316,online
4317,chess
4318,quite
4319,fun
4320,talk
4321,people
4322,haha
4323,funny
4324,im
4325,girl
4326,yeah
4327,different
4328,interest
4329,also
4330,woman
4331,tend
4332,gravitate
4333,bit
4334,towards
4335,art
4336,craft
4337,men
4338,rather
4339,competition
4340,care
4341,long
4342,one
4343,play
4344,enjoy
4345,female
4346,player
4347,little
4348,chess
4349,set
4350,'d
4351,modded
4352,daughter
4353,pinks
4354,purples
4355,reds
4356,oranges
4357,trouble
4358,differentiate
4359,horsie
4360,lady
4361,queen
4362,yet
4363,quit
4364,certainly
4365,n't
4366,trouble
4367,differentiate
4368,horsie
4369,lady
4370,queen
4371,yet
4372,quit
4373,certainly
4374,n't
4375,trouble
4376,differentiate
4377,horsie
4378,lady
4379,queen
4380,yet
4381,quit
4382,certainly
4383,n't
4384,yeah
4385,really
4386,dumb
4387,sister
4388,900
4389,somehow
4390,get
4391,pair
4392,2000
4393,rat
4394,somehow
4395,king
4396,flag
4397,opponent
4398,end
4399,draw
4400,king
4401,yeah
4402,really
4403,dumb
4404,sister
4405,900
4406,somehow
4407,get
4408,pair
4409,2000
4410,rat
4411,somehow
4412,king
4413,flag
4414,opponent
4415,end
4416,draw
4417,king
4418,'re
4419,welcome
4420,``
4421,girl
4422,colour
4423,''
4424,matter
4425,woman
4426,girl
4427,others
4428,find
4429,ridiculous
4430,prefer
4431,stick
4432,traditional
4433,colour
4434,'m
4435,try
4436,encourage
4437,10yo
4438,daughter
4439,play
4440,casually
4441,perhaps
4442,learn
4443,little
4444,love
4445,pink
4446,purples.the
4447,bug
4448,chessmaster
4449,always
4450,go
4451,annoy
4452,'s
4453,abandon
4454,unfortunately
4455,even
4456,'ve
4457,choose
4458,128
4459,set
4460,chess
4461,set
4462,load
4463,another
4464,'s
4465,recoloured
4466,find
4467,3rd
4468,different
4469,chess
4470,set
4471,different
4472,shape
4473,load
4474,2
4475,colour
4476,n't
4477,change
4478,go
4479,directly
4480,two
4481,base
4482,3d
4483,model
4484,'s
4485,also
4486,tool
4487,available
4488,build
4489,new
4490,3d
4491,model
4492,effort
4493,reverse
4494,engineer
4495,file
4496,format
4497,never
4498,worth
4499,let
4500,alone
4501,couple
4502,chess.com
4503,coach
4504,recent
4505,wgm
4506,happy
4507,get
4508,insight
4509,im
4510,well
4511,need
4512,improvement
4513,honestly
4514,nice
4515,someone
4516,untangle
4517,stuff
4518,sew
4519,together
4520,head
4521,currently
4522,chessable
4523,couple
4524,course
4525,pleased
4526,far
4527,also
4528,mother
4529,stalemate
4530,eh
4531,people
4532,get
4533,upset
4534,lose
4535,like
4536,people
4537,also
4538,block
4539,reason
4540,include
4541,titled
4542,player
4543,example
4544,wim
4545,get
4546,mad
4547,losiing
4548,queen
4549,game
4550,blogged
4551,block
4552,well
4553,yeah
4554,think
4555,normal
4556,reasoning
4557,regardless
4558,whether
4559,dirty
4560,flagging
4561,really
4562,bad
4563,game
4564,big
4565,upset
4566,good
4567,understand
4568,opponent
4569,feel
4570,recognize
4571,misfortune
4572,anyone
4573,good
4574,day
4575,bad
4576,day
4577,hope
4578,explanation
4579,help
4580,go
4581,check
4582,blog
4583,go
4584,bit
4585,deep
4586,recognize
4587,others
4588,fault
4589,lose
4590,called
4591,wim
4592,botez
4593,gambit
4594,chooses
4595,female
4596,streamer
4597,appeal
4598,simps
4599,im
4600,talk
4601,female
4602,streamer
4603,chooses
4604,female
4605,streamer
4606,appeal
4607,simps
4608,im
4609,talk
4610,female
4611,streamer
4612,imo
4613,every
4614,female
4615,streamer
4616,gon
4617,na
4618,simps
4619,ca
4620,n't
4621,really
4622,prevent
4623,imo
4624,every
4625,female
4626,streamer
4627,gon
4628,na
4629,simps
4630,ca
4631,n't
4632,really
4633,prevent
4634,imo
4635,every
4636,female
4637,streamer
4638,gon
4639,na
4640,simps
4641,ca
4642,n't
4643,really
4644,prevent
4645,imo
4646,every
4647,female
4648,streamer
4649,gon
4650,na
4651,simps
4652,ca
4653,n't
4654,really
4655,prevent
4656,imo
4657,every
4658,female
4659,streamer
4660,gon
4661,na
4662,simps
4663,ca
4664,n't
4665,really
4666,prevent
4667,imo
4668,every
4669,female
4670,streamer
4671,gon
4672,na
4673,simps
4674,ca
4675,n't
4676,really
4677,prevent
4678,let
4679,sister
4680,try
4681,get
4682,someone
4683,help
4684,learn
4685,beat
4686,mother
4687,heffing
4688,1200
4689,rating
4690,player
4691,maby
4692,edge
4693,post
4694,secondary
4695,education
4696,full
4697,time
4698,work
4699,world
4700,come
4701,woman
4702,house
4703,family
4704,usual
4705,life
4706,curvballs
4707,find
4708,time
4709,``
4710,fun
4711,''
4712,stuff
4713,get
4714,hard
4715,crossroad
4716,soon
4717,need
4718,pick
4719,path
4720,go
4721,play
4722,best
4723,chess
4724,saturday
4725,vacation
4726,week
4727,work
4728,10
4729,hour
4730,day
4731,brain
4732,cant
4733,function
4734,5pm
4735,blunder
4736,lol
4737,id
4738,focus
4739,build
4740,good
4741,life
4742,whatever
4743,time
4744,fun
4745,gruenfeld
4746,seem
4747,best
4748,option
4749,win
4750,least
4751,qg
4752,chigorin
4753,solid
4754,defense
4755,win
4756,draw
4757,botvinnik
4758,semi-slav
4759,probably
4760,fun
4761,white
4762,almost
4763,never
4764,go
4765,guy
4766,gal
4767,play
4768,london
4769,'s
4770,give
4771,difficulty
4772,little
4773,sister
4774,heidi
4775,also
4776,flareon
4777,n't
4778,worry
4779,dance
4780,like
4781,sister
4782,brother
4783,law
4784,sister
4785,site
4786,host
4787,server
4788,.....
4789,determined
4790,wgm
4791,gm
4792,trans
4793,person
4794,specific
4795,requirement
4796,people
4797,n't
4798,identify
4799,male
4800,female
4801,opinions
4802,hi
4803,love
4804,xqc
4805,dominate
4806,pogchamps
4807,u
4808,think
4809,maybe
4810,year
4811,coach
4812,hikaru
4813,top
4814,grandmaster
4815,like
4816,gothamchess
4817,botez
4818,sister
4819,could
4820,win
4821,world
4822,champ
4823,dont
4824,think
4825,yet
4826,magnus
4827,best
4828,ever
4829,think
4830,could
4831,make
4832,quarter
4833,final
4834,something
4835,like
4836,determined
4837,wgm
4838,gm
4839,trans
4840,person
4841,specific
4842,requirement
4843,people
4844,n't
4845,identify
4846,male
4847,female
4848,opinions
4849,look
4850,game
4851,bodnaruk
4852,v
4853,nasyrova
4854,play
4855,woman
4856,'s
4857,section
4858,moscow
4859,open
4860,white
4861,finish
4862,ekaterina
4863,nasyrova
4864,queen
4865,sac
4866,follow
4867,anastasia
4868,'s
4869,mate
4870,’
4871,think
4872,change
4873,chess
4874,master
4875,biological
4876,male
4877,pretending
4878,female
4879,deserve
4880,title
4881,switch
4882,woman
4883,’
4884,title
4885,mean
4886,technically
4887,’
4888,woman
4889,female
4890,pretending
4891,man
4892,serve
4893,title
4894,switch
4895,technically
4896,even
4897,male
4898,ok.
4899,title
4900,everyone
4901,title
4902,solely
4903,woman
4904,woman
4905,genetically
4906,surgically
4907,modify
4908,qualify
4909,later
4910,another
4911,problem
4912,solve
4913,follow
4914,question
4915,seperate
4916,title
4917,mentally
4918,fully
4919,grow
4920,men
4921,woman
4922,right
4923,point
4924,seperating
